07/14/17 16:58:11.351 AB ================ AB START ========================
07/14/17 16:58:11.354 AB Args: -ipServer 172.30.29.1 -ip 172.30.26.142 -cmd C:\Autoclient\TOOL\ab\Temp\172.30.26.142_TempAb.ab -out C:\Autoclient\TOOL\ab\Temp\172.30.26.142_2017_07_14_16_58.out -dir C:\Autoclient\TOOL\AB5\ -log 5 -wavdir C:\Autoclient\TOOL\ab\WavFiles -apMac ff11111111ff -mac 0009ef0aa002 -rtp 
07/14/17 16:58:11.354 AB 
07/14/17 16:58:11.356 AB java.vm.name Java HotSpot(TM) 64-Bit Server VM
07/14/17 16:58:11.356 AB java.runtime.version 1.8.0_121-b13
07/14/17 16:58:12.616 AB sName resources/play_welcome_tutorial.wav
07/14/17 16:58:12.621 AB sName resources/pound.wav
07/14/17 16:58:12.627 AB sName resources/q.wav
07/14/17 16:58:12.633 AB sName resources/r.wav
07/14/17 16:58:12.638 AB sName resources/record.wav
07/14/17 16:58:12.643 AB sName resources/redial.wav
07/14/17 16:58:12.649 AB sName resources/remove.wav
07/14/17 16:58:12.655 AB sName resources/repeat.wav
07/14/17 16:58:12.662 AB sName resources/s.wav
07/14/17 16:58:12.668 AB sName resources/save.wav
07/14/17 16:58:12.674 AB sName resources/send_a_message_to.wav
07/14/17 16:58:12.679 AB sName resources/speaker.wav
07/14/17 16:58:12.684 AB sName resources/star.wav
07/14/17 16:58:12.688 AB sName resources/stop.wav
07/14/17 16:58:12.694 AB sName resources/t.wav
07/14/17 16:58:12.699 AB sName resources/text.wav
07/14/17 16:58:12.704 AB sName resources/through.wav
07/14/17 16:58:12.720 AB sName resources/time.wav
07/14/17 16:58:12.726 AB sName resources/to-2.wav
07/14/17 16:58:12.731 AB sName resources/treble.wav
07/14/17 16:58:12.737 AB sName resources/triple.wav
07/14/17 16:58:12.742 AB sName resources/turn.wav
07/14/17 16:58:12.747 AB sName resources/u.wav
07/14/17 16:58:12.753 AB sName resources/unlearn.wav
07/14/17 16:58:12.759 AB sName resources/urgent.wav
07/14/17 16:58:12.764 AB sName resources/urgently.wav
07/14/17 16:58:12.770 AB sName resources/v.wav
07/14/17 16:58:1
