07/14/17 16:58:09.235 AB ================ AB START ========================
07/14/17 16:58:09.238 AB Args: -ipServer 172.30.29.1 -ip 172.30.26.143 -cmd C:\Autoclient\TOOL\ab\Temp\172.30.26.143_TempAb.ab -out C:\Autoclient\TOOL\ab\Temp\172.30.26.143_2017_07_14_16_58.out -dir C:\Autoclient\TOOL\AB5\ -log 5 -wavdir C:\Autoclient\TOOL\ab\WavFiles -apMac ff11111111ff -mac 0009ef001002 -rtp 
07/14/17 16:58:09.238 AB 
07/14/17 16:58:09.239 AB java.vm.name Java HotSpot(TM) 64-Bit Server VM
07/14/17 16:58:09.239 AB java.runtime.version 1.8.0_121-b13
07/14/17 16:58:09.731 AB sName resources/k.wav
07/14/17 16:58:09.736 AB sName resources/l.wav
07/14/17 16:58:09.741 AB sName resources/learn.wav
07/14/17 16:58:09.746 AB sName resources/leave_the_conference_for.wav
07/14/17 16:58:09.750 AB sName resources/log_out.wav
07/14/17 16:58:09.757 AB sName resources/m.wav
07/14/17 16:58:09.761 AB sName resources/me.wav
07/14/17 16:58:09.765 AB sName resources/messages.wav
07/14/17 16:58:09.770 AB sName resources/my.wav
07/14/17 16:58:09.775 AB sName resources/n.wav
07/14/17 16:58:09.780 AB sName resources/name.wav
07/14/17 16:58:09.784 AB sName resources/naught.wav
07/14/17 16:58:09.789 AB sName resources/no.wav
07/14/17 16:58:09.794 AB sName resources/number.wav
07/14/17 16:58:09.798 AB sName resources/o.wav
07/14/17 16:58:09.803 AB sName resources/off.wav
07/14/17 16:58:09.807 AB sName resources/oh.wav
07/14/17 16:58:09.812 AB sName resources/old.wav
07/14/17 16:58:09.817 AB sName resources/on.wav
07/14/17 16:58:09.821 AB sName resources/outside.wav
07/14/17 16:58:09.826 AB sName resources/outside_buddy.wav
07/14/17 16:58:09.831 AB sName resources/p.wav
07/14/17 16:58:09.836 AB sName resources/page.wav
07/14/17 16:58:09.840 AB sName resources/phone.wav
07/14/17 16:58:09.845 AB sName resources/play.wav
07/14/17 16:58:09.850 AB sName resources/play_welcome_tutorial.wav
07/14/17 16:58:09.855 AB sName resources/pound.wav
07/14/17 16:58:09.859 AB sName resources/q.wav
07/14/17 16:58:09.864 AB sName resources/r.wav
07/14/17 16:58:09.869 AB sName resources/record.wav
07/14/17 16:58:09.874 AB sName resources/redial.wav
07/14/17 16:58:09.879 AB sName resources/remove.wav
07/14/17 16:58:09.883 AB sName resources/repeat.wav
07/14/17 16:58:09.888 AB sName resources/s.wav
07/14/17 16:58:09.893 AB sName resources/save.wav
07/14/17 16:58:09.898 AB sName resources/send_a_message_to.wav
07/14/17 16:58:09.902 AB sName resources/speaker.wav
07/14/17 16:58:09.907 AB sName resources/star.wav
07/14/17 16:58:09.911 AB sName resources/stop.wav
07/14/17 16:58:09.917 AB sName resources/t.wav
07/14/17 16:58:09.923 AB sName resources/text.wav
07/14/17 16:58:09.927 AB sName resources/through.wav
07/14/17 16:58:09.935 AB sName resources/time.wav
07/14/17 16:58:09.940 AB sName resources/to-2.wav
07/14/17 16:58:09.945 AB sName resources/treble.wav
07/14/17 16:58:09.949 AB sName resources/triple.wav
07/14/17 16:58:09.954 AB sName resources/turn.wav
07/14/17 16:58:09.959 AB sName resources/u.wav
07/14/17 16:58:09.963 AB sName resources/unlearn.wav
07/14/17 16:58:09.968 AB sName resources/urgent.wav
07/14/17 16:58:09.972 AB sName resources/urgently.wav
07/14/17 16:58:09.977 AB sName resources/v.wav
07/14/17 16:58:0
